Player,Team,Position,Age,Market value,Contract expires,Minutes played,Passport country,Foot,Height,Weight,On loan,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,PAdj Interceptions,Fouls per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %","Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,Lateral passes per 90,Short / medium passes per 90,Long passes per 90,"Average pass length, m",xA per 90,Shot assists per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %"
Santi Mina,Celta de Vigo,"CF, RW, LW",24,15000000,2024-06-30,2113,Spain,right,181,77,no,5.03,50.85,9.16,46.05,0.63,4.57,1.87,0.25,1.96,30.43,13.043,24.14,2.68,47.62,2.64,1.28,18.44,2.04,25.68,76.45,5.92,62.59,6.94,7.03,23.47,1.11,15.36,0.1,0.6,2.09,67.35,2.21,38.46,0.85,0.3,3.28,75.32
Loren Morón,Real Betis,CF,26,15000000,2024-06-30,2203,Spain,right,188,66,no,2.78,60.29,4.21,40.78,0.79,2.7,1.02,0.29,1.92,36.17,21.277,25,2.61,45.31,2.9,0.74,7.68,1.51,10.79,68.94,2.66,63.08,2.53,3.02,9.68,0.57,16.55,0.11,0.61,1.63,57.5,0.74,61.11,0.65,0.12,1.35,75.76
O. McBurnie,Sheffield United,CF,24,15000000,2023-06-30,2258,Scotland,right,188,74,no,4.9,64.23,15.86,43.97,0.18,3.86,1.2,0.35,1.55,58.97,15.385,13.33,1.75,43.18,3.31,0.68,11.28,1.99,18.97,72.69,4.74,59.66,3.95,5.3,17.86,0.64,14.63,0.04,0.36,1.75,45.45,0.84,47.62,0.92,0.08,1.83,67.39
S. Guirassy,Rennes,CF,24,15000000,2025-06-30,2038,"France, Guinea",right,187,82,no,1.68,44.74,9.54,43.52,0.15,1.88,1.85,0.36,1.85,47.62,21.429,16.67,2.87,50.77,2.47,0.79,15.68,2.16,23.18,79.05,3.93,73.03,8.52,5.12,22.08,0.62,14.5,0.03,0.31,1.94,68.18,0.97,59.09,0.49,0.09,1.5,85.29
J. Mateta,Mainz 05,CF,23,15000000,2023-06-30,1104,"France, Congo DR",right,192,88,no,2.04,60,7.5,41.3,0.28,1.61,0.73,0.44,2.61,37.5,9.375,0,2.45,56.67,4.24,0.49,8.64,1.22,13.61,70.66,2.53,45.16,4.73,3.26,12.88,0.24,14.13,0.07,0.33,1.71,38.1,0.57,57.14,0.41,0,0.98,66.67
J. Brekalo,Wolfsburg,"LW, LWF, AMF",22,15000000,2023-06-30,1768,Croatia,right,175,70,no,4.33,49.41,1.63,25,0.14,3.91,0.92,0.17,2.14,40.48,7.143,30,5.9,50.86,2.6,3.82,25.5,1.32,36.91,74.62,9.01,67.23,8.81,12.37,33.09,2.19,18.75,0.2,1.99,4.89,62.5,3.36,62.12,2.14,0.66,6.52,79.69
Gerard Deulofeu,Udinese,"CF, LAMF, LW",26,15000000,2023-06-30,2237,Spain,right,177,73,yes,5.51,49.64,0.6,6.67,0.09,2.57,1.05,0.2,2.45,36.07,6.557,26.98,7.16,53.37,3.94,3.7,20.8,1.61,29.37,78.63,4.47,74.77,7.85,10.34,26.03,1.01,16.52,0.17,1.69,1.85,71.74,2.86,54.93,2.13,0.64,3.54,79.55
G. Simeone,Cagliari,CF,25,15000000,2024-06-30,3116,"Spain, Argentina",right,180,81,no,4.07,53.19,5.78,25,0.74,1.76,1.47,0.36,2.4,36.14,14.458,37.04,1.94,41.79,3.75,0.95,9.91,2.83,12.85,72.13,1.79,43.55,4.22,3.73,12.04,0.09,18.44,0.05,0.35,0.66,60.87,0.81,64.29,0.49,0.29,1.39,56.25
Bernard,Everton,"LW, LAMF, RW",28,15000000,2022-06-30,1383,"Brazil, Spain",right,164,60,no,6.38,58.16,0.98,6.67,0.1,5.02,1.17,0.05,0.78,33.33,25,44.74,4.75,38.36,2.08,1.63,24.4,0.59,36.31,78.14,9.83,68.21,8.2,10.74,32.54,1.56,16.35,0.16,1.3,3.64,80.36,3.51,66.67,1.89,1.04,5.73,81.82
T. Lemar,Atlético Madrid,"LW, RW",25,15000000,2023-06-30,998,"Guadeloupe, France",left,171,66,no,5.23,60.34,1.62,44.44,0.25,3.13,0.63,0.04,0.99,27.27,0,28.57,3.61,47.5,0.72,1.26,23.18,0.81,32.46,85.28,9.38,77.88,6.13,9.65,29.85,2.16,20.07,0.05,0.72,4.33,77.08,1.44,62.5,0.63,0.27,4.24,89.36
A. Petagna,Napoli,CF,25,15000000,2024-06-30,3267,Italy,left,188,85,no,1.82,51.52,4.52,37.8,0.14,1.73,1.49,0.37,2.75,32,12,27.5,4.77,43.93,3.31,1.27,14.57,1.98,22.04,76.5,4.41,66.88,4.79,8.54,19.28,1.79,18.67,0.06,0.74,1.96,66.2,1.79,55.38,1.18,0.33,2.34,78.82
G. Higuaín,Inter Miami,CF,32,15000000,2022-12-31,1994,"France, Argentina",right,186,89,no,2.66,47.46,1.04,30.43,0.4,2.04,0.72,0.43,3.25,45.83,11.111,15,2.8,46.77,4.87,1.08,23.47,1.58,28.16,82.53,3.66,67.9,6.86,11.55,25.01,2.3,18.88,0.16,1.22,2.62,77.59,1.53,64.71,1.4,0.14,2.57,77.19
V. Lazaro,Borussia M'gladbach,"RB5, RWB, RW",24,15000000,2023-06-30,873,Austria,right,180,76,yes,7.63,52.7,1.55,40,0.12,3.41,1.03,0.05,0.72,14.29,14.286,53.33,4.54,50,0.82,1.55,24.64,2.68,33.4,81.79,8.97,70.11,9.48,9.79,28.76,3.3,17.89,0.16,1.34,2.27,68.18,2.47,70.83,1.13,0.72,6.39,64.52
J. Iličić,Atalanta,"CF, RWF, AMF",32,15000000,2022-06-30,1759,"Slovenia, Croatia",left,190,79,no,4.4,63.95,0.87,11.76,0.29,1.82,0.56,0.48,4.14,44.44,18.519,41.86,9.67,56.61,5.42,3.94,33.1,1.48,44.77,82.86,11,75.81,7.98,16.37,39.91,3.02,17.65,0.26,2.3,4.55,74.16,5.27,70.87,3.68,0.87,6.86,86.57
C. Adams,Southampton,CF,24,15000000,2024-06-30,1238,"England, Antigua and Barbuda",right,175,70,no,2.76,47.37,8.07,27.93,0.1,2.48,1.24,0.31,2.47,29.41,11.765,13.33,2.62,41.67,4.22,0.65,10.69,1.02,16.36,72.44,3.13,55.81,4.36,5.53,14.68,0.8,13.63,0.03,0.65,1.82,52,0.8,36.36,0.65,0.15,1.45,70
Willian,Arsenal,"RWF, RAMF, LWF",32,15000000,2023-06-30,2809,Brazil,right,175,77,no,4.1,65.63,0.61,26.32,0.15,2.86,0.51,0.26,2.24,42.86,12.857,32.14,5.54,65.32,3.49,3.56,33.42,2.18,46.33,81.26,10.25,71.88,13.78,14.16,41.43,2.79,17.23,0.23,1.95,3.78,66.95,5.16,51.55,2.18,0.7,6.15,77.08
Iker Muniain,Athletic Bilbao,"LAMF, AMF, RAMF",27,14000000,2024-06-30,2516,Spain,right,170,66,no,4.15,56.9,1.43,27.5,1.09,2.13,1,0.14,0.86,54.17,20.833,18.75,4.04,41.59,1.97,1.5,25.04,0.72,36.16,86.15,9.01,80.56,8.41,11.63,33.73,1.54,16.55,0.07,0.97,4.29,81.67,2.07,44.83,1.07,0.18,3.79,81.13
João Pedro,Cagliari,"CF, AMF",28,14000000,2023-06-30,3405,"Brazil, Portugal",right,184,73,no,2.59,51.02,5.1,41.45,0.36,2.53,1.24,0.37,2.04,46.75,23.377,20,1.9,51.39,3.22,0.93,15.67,1.88,20.48,80.9,4.31,58.28,4.57,7.61,18.42,1.61,17.79,0.07,0.66,1.93,71.23,1.27,47.92,0.79,0.11,2.51,68.42
J. Hofmann,Borussia M'gladbach,"LAMF, RAMF, AMF",28,14000000,2023-06-30,1730,Germany,right,176,73,no,7.65,53.06,0.88,29.41,0,4.88,0.62,0.19,1.2,47.83,21.739,40,1.77,41.18,1.87,1.09,28.92,1.35,39.38,83.62,10.87,68.42,9.99,12.28,35.64,2.97,20.26,0.2,1.51,4.47,70.93,1.92,64.86,1.04,0.36,6.14,73.73
A. Pinamonti,Internazionale,CF,21,13500000,2024-06-30,2397,Italy,right,188,72,no,3.94,54.29,6.57,32.57,0.36,2.18,1.28,0.29,1.76,36.17,10.638,17.24,2.4,45.31,3.45,0.53,13.85,2.97,20.58,70.26,3.15,46.43,5.93,6.38,18.85,0.79,14.81,0.03,0.53,1.43,31.58,0.98,34.62,0.56,0.15,1.35,41.67
M. Djénépo,Southampton,"RW, LW, LWB",22,13000000,2023-06-30,1014,Mali,right,177,65,no,6.92,56.41,1.86,14.29,0.55,5.48,2.13,0.13,1.78,40,10,25,11.01,55.65,2.93,3.46,14.91,0.89,22.28,71.31,6.04,60.29,4.62,6.66,18.91,1.42,16.74,0.16,0.98,1.95,50,1.95,54.55,1.33,0.53,3.37,76.32
K. Toko Ekambi,Olympique Lyonnais,CF,28,13000000,2024-06-30,1632,Cameroon,right,185,74,no,1.88,50,3.69,32.84,0,1.12,0.66,0.51,2.76,48,16,41.38,4.69,38.82,3.97,1.88,16.65,1.99,22,79.2,2.59,46.81,7.33,7.11,19.36,1.16,15.67,0.16,0.94,0.99,61.11,1.82,60.61,0.88,0.66,2.48,57.78
B. Traoré,Aston Villa,"RW, RAMF, RWF",25,13000000,2022-06-30,1338,Burkina Faso,left,181,73,no,5.31,58.23,2.96,47.73,0.91,5.68,1.35,0.28,2.35,34.29,2.857,22.92,7,37.5,3.03,2.29,26.17,1.68,34.3,78.82,7.87,70.09,7.47,12.71,29.13,2.62,18.74,0.18,1.14,2.29,67.65,3.9,37.93,1.21,0.81,5.25,79.49
Samu Castillejo,Milan,"RAMF, RW",25,13000000,2023-06-30,1278,Spain,left,182,67,no,7.61,54.63,3.03,27.91,0.1,6.39,0.99,0.22,1.9,29.63,7.407,28.3,5.21,55.41,3.03,2.11,26.76,1.9,35.35,80.88,6.62,72.34,7.96,13.31,29.37,2.32,17.14,0.32,2.61,3.17,68.89,4.58,49.23,1.76,1.2,4.93,80
R. Vargas,Augsburg,"LW, LAMF",22,13000000,2024-06-30,2655,"Switzerland, Dominican Republic",right,177,68,no,5.56,48.17,2.51,33.78,0.15,3.6,1.29,0.23,1.97,44.83,10.345,21.43,4.85,50.35,2.71,2.1,13.53,1.39,20.64,65.85,6.78,56,4.41,5.36,18.17,1.63,17.04,0.1,0.64,2.64,57.69,1.66,42.86,0.88,0.24,4.44,56.49
E. Buendía,Norwich City,"RAMF, RW",23,13000000,2024-06-30,2657,"Argentina, Spain",right,172,65,no,9.08,52.61,2.81,37.35,0.31,5.34,1.12,0.08,1.35,27.5,2.5,31.03,5.93,51.43,1.22,2.1,31.6,0.88,45.02,80.74,14.5,73.6,6.64,13.72,40.92,3.39,17.05,0.24,2.2,6.88,68.97,3.25,63.54,1.8,0.3,7.42,79.91
Y. Yazıcı,Lille,"RW, AMF, RAMF",23,13000000,2024-06-30,914,Turkey,left,178,74,no,5.32,53.7,1.18,8.33,0.7,2.68,1.08,0.17,2.17,18.18,4.545,11.11,4.33,38.64,1.87,1.18,28.06,0.79,34.86,79.38,8.27,59.52,7.68,11.62,32.1,2.26,15.51,0.26,1.97,3.94,67.5,3.54,38.89,1.38,0.1,4.82,77.55
A. Delort,Montpellier,CF,29,13000000,2023-06-30,2414,Algeria,right,181,83,no,4.44,45.38,6.41,47.09,0,1.81,2.39,0.42,3.13,33.33,10.714,38.46,4.55,47.54,3.62,1.3,16.4,2.95,25.35,64.85,4.96,53.38,6.11,8.69,19.5,2.83,19.51,0.17,1.27,2.5,53.73,3.65,41.84,0.78,1.27,3.39,82.42
J. King,Bournemouth,"CF, LW",28,13000000,2021-06-30,2156,"Norway, Gambia",right,189,79,no,4.72,57.52,4.13,38.38,0.05,1.68,1.5,0.24,1,50,25,23.08,5.8,43.88,2.63,2.3,10.52,1.09,19.08,73.74,3.72,64.04,4.55,5.97,16.95,0.5,16.09,0.12,1,1.46,68.57,2.09,46,1.17,0.42,1.92,80.43
J. Dilrosun,Hertha BSC,"LW, LAMF",22,12500000,2024-06-30,1387,"Netherlands, Suriname",left,174,74,no,4.02,61.29,1.23,21.05,0,5.12,0.32,0.11,1.3,35,20,28.95,6.55,51.49,2.08,3.57,16.22,1.36,25.11,73.13,7.07,56.88,5.19,7.85,20.89,2.08,18.36,0.08,0.71,2.79,62.79,2.4,43.24,0.52,0.78,4.54,65.71
Y. En-Nesyri,Sevilla,CF,23,12000000,2025-06-30,2383,Morocco,left,189,73,no,3.36,51.69,10.54,34.77,0.15,2.82,1.36,0.3,2.11,41.07,14.286,33.33,2.49,40.91,3.25,0.98,9.03,2.19,12.8,67.26,2.19,51.72,3.81,4,11.56,0.49,14.62,0.03,0.19,0.91,41.67,0.94,44,0.3,0.26,1.25,60.61
C. Wood,Burnley,CF,28,12000000,2023-06-30,2623,New Zealand,right,191,95,no,2.23,53.85,9.44,34.91,0.08,1.47,1.17,0.52,2.02,49.15,23.729,9.09,1.24,36.11,3.43,0.27,9.74,3.05,13.76,72.32,2.5,42.47,4.01,3.4,13.18,0.24,13.18,0.06,0.62,0.86,48,0.51,33.33,0.48,0.03,0.75,63.64
L. Blas,Nantes,"RW, CF, AMF",22,12000000,2024-06-30,1932,"France, Martinique",left,180,70,no,4.84,54.81,2.89,30.65,0.27,2.96,1.16,0.17,2.05,45.45,11.364,16.67,6.2,47.37,1.86,1.82,23.2,1.02,29.86,82.22,8.76,69.68,6.48,10.06,26.69,2.47,19.01,0.06,0.93,4.52,68.04,1.91,65.85,1.3,0.14,4.47,81.25
I. Louza,Nantes,"CF, LCMF, AMF",21,12000000,2024-06-30,2133,"France, Morocco",left,178,65,no,7.51,62.92,3.38,30,0.4,3.33,1.9,0.07,1.48,37.14,5.714,38.89,2.24,45.28,0.97,1.27,31.35,1.39,42.74,83.42,11.9,66.31,9.7,14.01,38.4,3.84,17.62,0.17,1.18,6.2,61.9,1.98,44.68,0.68,0.3,4.94,82.05
M. Terrier,Rennes,"LW, LAMF, LWF",23,12000000,2025-06-30,1297,France,right,184,73,no,4.86,47.14,3.68,45.28,0.65,4.58,1.53,0.14,1.18,47.06,5.882,23.08,2.78,55,2.5,1.73,19.22,0.62,27.48,83.59,5.76,72.29,7.22,8.6,25.4,1.53,15.57,0.13,1.04,2.57,67.57,0.97,57.14,0.83,0.28,2.91,80.95
K. Bellarabi,Bayer Leverkusen,"RAMF, RWF, RW",30,12000000,2023-06-30,1511,"Germany, Morocco",right,184,80,no,5.48,54.35,0.48,25,0.39,3.29,1.31,0.35,3.1,51.92,7.692,23.28,8.4,57.45,4.47,3.75,29.42,2.8,38.24,70.09,6.14,64.08,7.8,15.01,30.02,2.14,18.56,0.17,1.37,2.68,71.11,6.25,38.1,1.25,1.37,6.31,69.81
D. Benedetto,Olympique Marseille,CF,30,12000000,2023-06-30,2228,"Argentina, Mexico",right,177,75,no,1.66,51.22,5.74,37.32,0.67,2.19,1.05,0.36,2.3,45.61,19.298,18.18,1.25,64.52,3.51,0.2,12.04,1.37,18.38,70.11,3.47,46.51,4.77,5.9,16.36,1.66,16.98,0.01,0.32,1.86,56.52,1.29,46.88,0.77,0.08,1.7,69.05
D. Bouanga,Saint-Étienne,"LW, LWB, CF",26,12000000,2023-06-30,2169,Gabon,right,180,71,no,7.39,53.37,4.32,39.42,0.1,3.41,2.16,0.49,3.28,46.84,12.658,26.42,7.34,37.85,3.53,2.41,15.85,2.49,20.83,72.31,5.23,53.17,5.56,6.35,17.1,1.87,18.36,0.04,0.5,1.87,42.22,2.07,42,0.46,0.5,2.82,72.06
M. Niang,Rennes,CF,25,12000000,2023-06-30,2263,"France, Senegal",right,188,83,no,3.18,42.5,7.16,38.89,0.16,1.86,1.95,0.42,2.62,45.45,15.152,8.33,3.7,36.56,3.26,0.28,12.65,2.19,16.9,76,3.42,66.28,4.81,5.05,15.43,1.15,15.49,0.02,0.24,1.51,65.79,0.56,50,0.36,0.04,1.43,63.89
H. Diallo,Strasbourg,CF,25,12000000,2025-06-30,2350,Senegal,right,186,79,no,1.61,47.62,10.88,34.86,0.21,1.84,1.23,0.35,2.64,47.83,17.391,30,3.14,31.71,2.99,0.84,10.19,2.11,13.94,77.2,1.69,63.64,3.98,4.71,13.29,0.31,15.44,0.07,0.61,1.23,65.63,0.65,58.82,0.54,0.15,0.92,87.5
R. Inglese,Parma,CF,29,12000000,2024-06-30,823,Italy,right,187,85,no,3.28,60,3.17,41.38,0.26,1.79,2.19,0.53,2.62,54.17,16.667,16.67,2.19,45,3.83,0.11,9.3,2.41,15.2,66.19,3.72,32.35,4.16,4.81,13.78,0.98,16.44,0.03,0.55,1.75,37.5,0.98,33.33,0.77,0.11,1.31,58.33
A. Cornelius,Parma,CF,27,12000000,2021-06-30,1632,Denmark,left,193,91,no,2.87,46.15,8.6,55.13,0.06,1.95,1.93,0.43,2.32,47.62,28.571,22.22,1.65,43.33,3.86,0.55,11.69,2.98,19.03,74.2,4.03,53.42,4.85,6.51,17.92,0.77,16.56,0.07,0.72,1.88,64.71,1.1,30,0.99,0.06,1.82,66.67
L. de Jong,Sevilla,CF,30,12000000,2023-06-30,2231,"Switzerland, Netherlands",right,188,86,no,2.78,63.77,11.34,50.18,0.31,2.27,1.09,0.37,1.94,43.75,12.5,16.67,0.97,20.83,3.87,0.44,11.78,1.57,17.31,78.79,3.07,63.16,4.96,5.32,16.78,0.32,14.01,0.1,0.56,1.69,73.81,0.48,50,0.73,0.04,1.73,51.16
R. Fraser,Newcastle United,"LW, RW",26,12000000,2025-06-30,2238,Scotland,right,163,62,no,2.98,54.05,1.21,20,0.27,2.46,0.4,0.1,1.13,46.43,3.571,30.36,3.74,58.06,2.05,2.53,23.81,1.09,33.06,75.06,8.93,71.62,6.6,11.34,27.1,1.69,18.11,0.16,1.53,3.7,70.65,4.58,45.61,1.09,1.41,6.72,78.44
L. Mousset,Sheffield United,CF,24,12000000,2022-06-30,1350,"France, Senegal",right,184,80,no,3.67,50.91,5.27,22.78,0.07,0.37,1.67,0.33,2.27,26.47,17.647,25,3.4,56.86,3.8,1.4,9.93,2.33,14.47,74.65,1.93,62.07,4.6,3.87,14.13,0.07,12.75,0.14,0.67,1.07,81.25,0.8,50,0.87,0.07,1,80
M. Antonio,West Ham United,CF,30,12000000,2021-06-30,1901,"England, Jamaica",right,180,82,no,3.12,50,8.85,39.04,0.35,2.12,1.75,0.49,2.75,44.83,17.241,22.64,5.97,53.97,4.21,2.18,12.26,2.32,19.69,70.67,4.07,63.95,5.02,6.68,16.76,0.66,17.41,0.15,0.76,1.61,58.82,2.41,43.14,0.8,0.52,2.75,77.59
Brais Méndez,Celta de Vigo,RW,23,11000000,2024-06-30,1594,Spain,left,187,76,no,6.78,45.83,4.8,41.18,1.64,4.62,1.58,0.11,1.41,32,0,32.14,2.99,43.4,1.58,1.02,27.05,1.07,36.02,79.47,10.9,70.47,7.17,10.39,31.56,3.16,16.94,0.08,0.96,4.4,73.08,2.43,60.47,0.9,0.56,6.21,80
K. Baldé,Sampdoria,"LW, CF, LAMF",25,11000000,2022-06-30,950,"Spain, Senegal",right,184,77,yes,3.41,66.67,6.16,41.54,0,2.06,0.95,0.29,2.27,54.17,16.667,7.14,2.37,68,3.98,1.42,17.72,2.27,23.78,74.9,5.49,56.9,7.39,6.44,21.79,0.95,14.22,0.07,0.38,1.99,61.9,1.71,22.22,1.23,0.09,2.56,59.26
M. Cornet,Olympique Lyonnais,"LW, LB, RW",24,10500000,2023-06-30,1450,France,left,179,69,no,5.59,56.67,1.99,34.38,0.44,6.05,0.93,0.15,1.43,52.17,17.391,31.48,4.03,58.46,2.17,2.42,24.83,1.8,36.74,76.01,8.01,69.77,8.63,12.48,31.47,2.3,17,0.11,1.06,2.48,62.5,3.41,45.45,1.06,1.06,6.21,66
D. Machís,Granada,"LW, LAMF, AMF",27,10000000,2023-06-30,2309,"Venezuela, Spain",right,170,68,no,4.64,47.06,2.69,34.78,0.1,3.86,1.64,0.22,2.77,39.44,9.859,28.72,6.74,55.49,2.69,2.26,11.46,1.33,18.94,67.9,4.44,70.18,3.16,7.8,14.46,1.21,20.78,0.18,1.33,1.6,78.05,3.31,42.35,0.58,1.25,4.01,72.82
Carlos Fernández,Sevilla,"CF, AMF",24,10000000,2022-06-30,2407,Spain,right,185,72,no,4.9,45.8,9.91,36.98,0.2,3.28,2.36,0.29,1.65,47.73,22.727,27.78,2.92,44.87,2.36,0.64,12.19,2.06,20.6,67.15,6.32,52.66,4.6,5.46,19.29,0.67,15.97,0.06,0.56,2.65,40.85,1.42,36.84,0.6,0.22,2.69,63.89
Iago Aspas,Celta de Vigo,CF,33,10000000,2023-06-30,3488,Spain,left,176,67,no,3.51,52.94,2.43,26.6,0.14,2.22,0.65,0.36,2.06,47.5,17.5,28.26,3.77,56.16,3.64,1.86,23.33,1.78,31.74,79.84,6.14,71.01,7.82,10.27,28.95,1.7,16.04,0.1,1.29,2.94,71.05,2.14,66.27,1.78,0.31,3.38,76.34
Denis Suárez,Celta de Vigo,"LW, LCMF3",26,10000000,2023-06-30,1728,Spain,right,178,66,no,5.57,56.07,0.94,11.11,0.07,3.52,0.99,0.1,1.04,50,5,36.59,8.02,47.4,2.08,4.17,30.26,1.82,40.1,80.65,12.14,74.25,7.08,12.6,36.41,1.88,15.9,0.24,1.67,5.57,77.57,4.06,60.26,1.77,0.83,7.08,79.41
A. Januzaj,Real Sociedad,"RW, RAMF, RWF",25,10000000,2022-06-30,1258,"Belgium, Kosovo",left,186,75,no,5.08,46.48,1.5,23.81,0,2.82,1.79,0.1,1.57,36.36,13.636,37.78,10.87,53.95,2.5,2.5,22.03,1.5,31.05,71.43,9.3,60.77,6.08,10.87,26.04,2.15,18.97,0.21,1.65,3.65,52.94,5.08,56.34,2.15,1.07,6.72,80.85
T. Walcott,Southampton,"RW, RAMF",31,10000000,2021-06-30,1368,England,right,176,68,yes,3.68,57.14,1.51,21.74,0.28,3.53,0.66,0.22,1.78,37.04,7.407,34.48,3.22,53.06,4.54,1.25,19.28,1.78,25.39,69.17,7.11,59.26,5.86,7.3,20.66,1.05,18.79,0.22,1.18,2.83,51.16,2.7,53.66,1.25,1.38,3.68,76.79
Raúl de Tomás,Espanyol,CF,26,10000000,2026-06-30,1154,"Spain, Dominican Republic",right,180,79,no,3.67,42.55,6.01,40.26,0.56,1.88,1.79,0.36,2.42,45.16,12.903,14.29,4.68,53.33,2.57,0.7,12.56,2.26,19.19,84.55,3.35,86.05,5.62,7.25,16.77,1.64,19.45,0.03,0.16,1.4,83.33,1.25,62.5,0.86,0.39,2.42,80.65
L. Ávila,Osasuna,CF,26,10000000,2023-06-30,1687,Argentina,left,181,78,no,3.95,48.65,9.76,30.6,0.56,2.31,2.4,0.37,3.47,41.54,13.846,25.81,2.77,63.46,4.11,1.23,10.35,2.35,14.24,61.42,3.41,59.38,2.51,5.49,11.52,1.39,19.43,0.11,0.75,1.92,61.11,1.92,38.89,0.91,0.53,2.08,79.49
Rubén García,Osasuna,"LW, CF",27,10000000,2024-06-30,2311,Spain,right,171,72,no,6.11,61.15,3.58,31.52,0.73,4.75,1.79,0.22,1.79,41.3,17.391,34.29,2.73,50,1.83,1.44,23.48,2.22,34.27,75.11,9.23,72.57,5.92,12.35,28.31,3.54,18.79,0.19,1.71,4.48,75.65,3.62,45.16,1.17,0.97,6.7,73.84
Borja Mayoral,Roma,CF,23,10000000,2023-06-30,2273,Spain,right,182,74,yes,2.14,50,3.68,27.96,0,1.71,0.67,0.36,1.7,41.86,18.605,26.09,2.77,51.43,2.81,0.91,14.37,2.06,20.99,80.75,3.84,71.13,6.22,6.14,19.05,1.23,16.02,0.06,0.55,2.14,70.37,1.78,57.78,0.91,0.24,2.53,68.75
Diego Costa,Atlético Madrid,CF,32,10000000,2021-06-30,1465,"Brazil, Spain",right,188,84,no,2.4,43.59,10.14,36.97,0.49,1.95,1.29,0.5,2.03,33.33,15.152,60,2.03,21.21,3.56,0.37,13.45,1.9,19.84,77.4,3.75,67.21,5.41,5.65,19.11,0.49,14.6,0.17,0.8,1.54,72,1.72,57.14,1.29,0.18,1.97,62.5
J. Ayew,Crystal Palace,"CF, RW, RWF",29,10000000,2022-06-30,3365,"France, Ghana",right,182,80,no,5.86,56.62,6.29,24.26,0.46,2.37,1.5,0.21,1.44,46.3,16.667,18.75,5.03,53.19,2.65,1.52,12.57,0.86,20.19,84.5,4.39,75,5.43,5.62,18.83,0.62,14.58,0.05,0.62,1.63,75.41,1.2,51.11,0.99,0.13,1.66,69.35
Lucas Vázquez,Real Madrid,"RWF, RW, RB",29,10000000,2021-06-30,934,Spain,right,173,70,no,9.64,59,1.25,30.77,0.9,5.28,2.6,0.11,0.87,33.33,22.222,35.71,3.47,58.33,2.7,1.54,42.11,4.72,51.17,82.67,10.99,74.56,12.72,17.54,44.13,3.37,16.81,0.13,1.54,2.7,60.71,5.59,51.72,2.31,1.06,6.84,76.06
F. Niederlechner,Augsburg,CF,30,10000000,2022-06-30,2856,Germany,right,187,86,no,2.74,51.72,3.56,38.94,0.84,2.51,1.54,0.38,2.27,55.56,18.056,16.67,3.31,47.62,3.66,0.91,8.82,1.64,13.46,76.35,3.37,65.42,3.53,3.81,11.88,0.76,17.39,0.14,0.82,1.45,54.35,1.17,59.46,1.01,0.13,1.67,77.36
Vitolo,Atlético Madrid,"LW, CF",31,10000000,2022-06-30,1336,Spain,right,185,80,no,5.32,54.43,3.64,24.07,0.36,4.18,1.75,0.18,1.15,64.71,17.647,25,5.46,43.21,2.83,3.1,22.77,0.74,34.02,84.55,9.43,77.14,7.68,7.14,32.54,0.81,13.62,0.11,0.61,2.69,90,2.02,63.33,2.36,0.13,4.31,75
G. Laborde,Montpellier,CF,26,10000000,2022-06-30,2349,France,left,181,78,no,4.1,53.27,8.66,46.02,0.28,2.98,1.61,0.31,2.34,34.43,9.836,19.05,4.18,42.2,3.72,1.8,14.64,2.53,21.69,73.85,5.17,69.63,5.25,5.52,19.35,0.84,15.01,0.1,0.73,1.95,64.71,2.03,43.4,1.3,0.31,2.3,76.67
D. Solanke,Bournemouth,"CF, AMF",23,10000000,2022-06-30,1818,"England, Nigeria",right,187,80,no,4.11,55.42,7.57,30.72,0,1.95,0.74,0.18,1.49,26.67,10,46.67,4.26,38.37,3.02,1.53,12.23,1.44,18.61,77.39,4.8,58.76,4.06,4.95,17.43,0.54,12.73,0.05,0.54,1.88,50,0.89,66.67,0.74,0.35,2.23,62.22
M. Gabbiadini,Sampdoria,CF,29,10000000,2023-06-30,2183,Italy,left,181,75,no,2.43,44.07,4.08,34.34,0.19,1.45,1.24,0.31,3.34,45.68,13.58,25,2.39,53.45,3.22,1.15,14.97,2.35,19.83,67.98,5.03,49.18,4.7,5.77,17.98,0.58,15.68,0.16,1.32,2.02,55.1,1.98,39.58,0.95,0.41,2.89,70
K. Linetty,Torino,"RW, LCMF, LW",25,10000000,2024-06-30,2176,Poland,right,176,73,no,7.73,56.15,1.32,37.5,0.83,3.84,1.78,0.11,1.16,32.14,14.286,39.39,3.97,50,1.74,1.7,19.44,0.58,30.69,80.32,10.59,69.92,4.63,9.64,27.5,1.9,17.21,0.11,1.16,3.6,78.16,2.27,45.45,0.99,0.54,5.91,70.63
