Player,Team,Position,Age,Market value,Contract expires,Minutes played,Passport country,Foot,Height,Weight,On loan,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,PAdj Interceptions,Fouls per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %","Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,Lateral passes per 90,Short / medium passes per 90,Long passes per 90,"Average pass length, m",xA per 90,Shot assists per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %"
Z. Ibrahimović,Milan,CF,39,3500000,2021-06-30,1456,"Sweden, Bosnia and Herzegovina",right,195,95,no,1.79,24.14,7.54,66.39,0,2.62,1.92,0.72,4.02,36.92,15.385,35,2.47,50,5.56,0.8,26.77,3.15,33.26,72.86,8.47,58.39,5.56,11.37,30.78,1.36,15.34,0.16,1.3,4.33,62.86,3.28,49.06,2.47,0.43,3.77,85.25
S. Thioub,Angers SCO,RW,25,3500000,2023-06-30,1607,"France, Senegal",right,179,75,no,5.1,51.65,2.02,30.56,0,2.54,1.34,0.06,0.73,38.46,7.692,24.56,8.79,52.87,2.69,2.97,26.15,2.24,37.24,80.6,9.41,79.17,9.63,10.19,32.65,1.9,16.22,0.11,1.06,3.98,80.28,2.86,49.02,1.51,0.78,4.93,81.82
F. Santander,Bologna,CF,29,3500000,2022-06-30,884,Paraguay,right,187,84,no,3.87,50,11,45.37,1.03,4.66,2.34,0.47,2.44,25,4.167,20,1.83,38.89,4.38,0.61,14.76,2.95,22.3,74.43,3.56,57.14,5.4,7.74,20.97,0.31,16.32,0.09,1.22,1.83,72.22,1.73,35.29,0.71,0.51,3.16,58.06
Diego Farias,Spezia,"LWF, CF",30,3500000,2022-06-30,913,"Brazil, Italy",right,173,66,yes,5.03,43.14,1.08,54.55,0.34,2.29,1.68,0.15,2.17,27.27,9.091,43.75,6.21,57.14,4.34,3.65,25.63,2.86,33.52,82.65,7.1,72.22,7.59,12.52,29.47,1.28,18.58,0.18,1.38,2.76,78.57,3.15,53.13,1.38,1.48,4.83,79.59
Kévin Rodrigues,Eibar,"LB5, LW, LB",26,3500000,2022-06-30,2103,"France, Portugal",left,170,68,yes,7.7,60,3.77,35.23,1.29,5.04,1.67,0.05,0.98,39.13,4.348,32.18,3.25,57.89,1.11,0.86,18.23,1.41,26.92,72.34,8.94,66.51,3.94,9.5,20.97,2.57,19.77,0.15,1.2,3.3,61.04,3.42,38.75,0.43,1.28,5.65,71.21
Rubén Rochina,Levante,"RW, RCMF3",29,3500000,2021-06-30,1977,Spain,left,182,76,no,6.83,48.67,2.23,55.1,0.68,4.02,1.37,0.1,2.64,24.14,8.621,39.53,4.6,54.46,0.86,1.05,29.64,1.23,39.79,77.69,12.7,64.52,7.83,13.47,30.73,7.47,21.88,0.09,0.82,7.51,66.67,4.05,38.2,1.09,0.96,8.47,72.58
A. Bobichon,Angers SCO,"LW, RCMF, LCMF",25,3500000,2023-06-30,887,France,right,178,75,no,7.31,48.61,2.23,27.27,0.2,3.06,1.42,0.15,2.23,22.73,9.091,40,2.03,45,1.62,1.72,26.08,0.71,34.4,84.37,10.05,78.79,7.2,10.86,30.74,2.74,16.92,0.1,1.01,6.09,81.67,1.52,60,0.61,0.41,5.17,86.27
D. Kownacki,Fortuna Düsseldorf,"CF, LW, RW",23,3500000,2023-06-30,1147,Poland,right,186,75,no,5.65,61.11,6.28,43.75,0.29,2.79,1.57,0.16,1.96,40,0,36.36,5.1,36.92,2.75,1.33,13.5,1.41,21.81,73.02,4.32,41.82,5.49,6.83,18.99,1.41,16.34,0.04,0.78,1.8,60.87,1.65,66.67,0.78,0.55,2.43,58.06
Mama Baldé,Dijon,"RW, RAMF, CF",25,3500000,2022-06-30,1773,"Guinea-Bissau, Portugal",right,176,69,no,5.53,55.96,4.42,32.18,0.36,3.47,1.32,0.27,2.28,33.33,13.333,42.86,4.11,40.74,3.4,1.37,11.68,1.68,17.21,72.57,3.76,60.81,5.28,4.31,15.13,0.86,15.61,0.16,0.91,1.32,50,1.47,55.17,0.76,0.56,2.13,59.52
K. Coulibaly,Nantes,CF,29,3200000,2022-06-30,1725,Mali,right,197,87,no,1.98,42.11,10.54,47.03,0.07,2.46,1.77,0.32,2.35,46.67,8.889,20,2.71,28.85,4.07,0.73,9.91,2.14,13.93,65.54,2.97,47.37,3.39,4.07,12.99,0.47,14.44,0.03,0.57,1.04,35,1.25,45.83,0.83,0.1,0.99,63.16
G. Carrillo,Elche,CF,29,3000000,2022-06-30,1328,"Argentina, Italy",right,191,87,no,4,55.93,17.48,56.2,0.73,3.96,1.97,0.38,2.17,40.63,3.125,25,0.75,36.36,3.46,0.2,9.35,1.42,16.47,76.13,3.05,57.78,5.08,4.61,15.72,0.47,14.2,0.01,0.34,1.63,62.5,0.54,12.5,0.14,0.07,0.88,69.23
D. Caligiuri,Augsburg,"RAMF, RW, RCMF3",32,3000000,2023-06-30,2407,"Germany, Italy",right,182,80,no,8.34,48.88,3.7,48.48,1.05,8,0.9,0.12,1.53,29.27,4.878,20.83,4.64,48.39,1.72,1.27,17.76,1.42,30.55,70.87,10.21,62.64,5.57,8.11,26.25,2.69,17.5,0.12,1.31,3.93,64.76,3.03,49.38,1.53,0.3,6.02,70.19
Iñigo Córdoba,Athletic Bilbao,"LAMF, LW",23,3000000,2022-06-30,1518,Spain,left,180,76,no,7.71,51.54,2.08,42.86,0.47,5.6,1.6,0.11,1.48,28,4,31.58,2.91,42.86,2.02,1.07,19.45,1.25,25.91,73,6.64,60.71,6.17,7.11,22.89,1.01,15.85,0.06,0.59,1.72,62.07,2.37,40,0.47,0.65,3.85,56.92
Óscar Plano,Real Valladolid,"RW, LW",29,3000000,2023-06-30,2674,Spain,left,178,73,no,7.54,53.13,3.94,35.9,0.7,5.76,1.58,0.1,1.14,38.24,11.765,51.35,2.09,58.06,1.21,0.98,15.15,1.14,23.66,76.1,7.54,65.63,3.8,7.84,21.04,1.55,17.78,0.07,0.57,3.1,68.48,1.51,55.56,0.57,0.61,3.77,66.96
Sandro Ramírez,Huesca,CF,25,3000000,2023-06-30,1387,Spain,right,176,71,no,4.28,50,2.27,25.71,0.25,1.92,0.97,0.31,2.73,38.1,7.143,35,3.76,58.62,2.66,1.1,15.64,1.75,21.67,76.35,4.09,65.08,5.65,7.98,19.47,1.04,17.88,0.11,0.78,2.66,70.73,1.56,41.67,0.58,0.45,2.73,64.29
S. Mendoza,Amiens SC,"LAMF, LW",28,3000000,2021-06-30,1170,Colombia,left,171,70,no,5.92,55.84,2.31,23.33,0,3.69,1.46,0.2,1.77,47.83,21.739,19.05,5.15,43.28,1.69,3.15,18.62,1.15,27.62,73.26,7.92,64.08,6.85,7.46,24.46,1.69,16.96,0.01,0.31,2.69,68.57,1.85,45.83,0.77,0.38,4.15,66.67
D. Foulquier,Granada,"RB5, RWB, RB",27,3000000,2023-06-30,1286,"France, Guadeloupe",right,183,78,no,7.07,58.42,2.52,36.11,0,5.95,1.26,0.02,0.35,40,20,25,2.17,64.52,0.35,1.61,12.25,1.54,22.19,68.77,9.66,59.42,4.2,5.11,18.34,2.73,18.69,0.02,0.21,2.8,57.5,0.98,35.71,0.21,0.28,5.67,64.2
L. Mothiba,Strasbourg,CF,24,3000000,2023-06-30,1112,South Africa,right,182,78,no,2.67,45.45,5.5,41.18,0,1.41,1.94,0.56,2.1,46.15,15.385,28.57,1.62,45,3.56,0.57,11.25,1.94,16.75,85.51,1.94,75,5.67,3.72,15.3,0.4,15.57,0.09,0.73,1.05,76.92,0.97,58.33,0.65,0.32,0.97,100
M. Vargas,Espanyol,"CF, LW, RW",23,3000000,2024-06-30,1122,Argentina,right,168,66,no,5.37,58.21,1.84,13.04,0.24,2.63,0.72,0.07,1.44,11.11,0,39.29,6.58,51.22,2.17,1.44,18.05,0.96,28.07,72.57,7.46,60.22,5.45,9.79,23.98,2.09,17.45,0.12,1.68,3.45,53.49,4.09,60.78,1.93,0.88,4.89,81.97
M. Bülter,Union Berlin,"LW, LWF",27,3000000,2022-06-30,2448,Germany,right,188,85,no,5.92,50.31,3.16,38.37,0.16,3.4,1.25,0.11,1.4,36.84,18.421,25.88,5.77,54.14,2.21,1.47,15.26,1.32,22.1,64.89,6.25,52.94,4.93,6.88,17.13,2.17,18.86,0.1,0.7,2.43,42.42,2.98,39.51,0.85,0.81,4.08,64.86
M. Ingvartsen,Union Berlin,"RW, AMF, RWF",24,3000000,2022-06-30,1811,Denmark,left,187,82,no,6.16,41.94,5.17,39.42,0.06,3.03,2.39,0.18,2.04,31.71,12.195,46.67,2.44,51.02,1.84,0.65,14.86,1.54,22.71,74.4,5.76,56.03,6.26,5.86,21.12,0.94,15.52,0.05,0.55,1.89,50,1.19,58.33,0.6,0.25,2.88,56.9
S. Grandsir,Monaco,"LW, RW, LAMF",24,3000000,2023-06-30,1564,"France, Senegal",right,170,65,no,5.75,65,2.01,22.86,0.28,2.09,1.09,0.16,1.67,27.59,10.345,27.69,5.24,54.95,2.99,2.36,22.33,2.42,30.33,72.68,7.14,63.71,9.73,8.69,25.38,1.61,17.67,0.13,1.15,3.11,61.11,3.68,39.06,1.09,1.09,4.32,74.67
Y. Ōsako,Werder Bremen,"CF, AMF",30,3000000,2022-06-30,1959,Japan,right,182,71,no,4.87,50,6.89,34,1.09,1.55,1.47,0.33,1.84,47.5,20,25,2.85,53.23,2.85,0.55,17.32,1.29,26.88,77.61,6.34,63.77,6.06,9,24.62,1.47,16.79,0.08,0.83,3.08,59.7,1.75,55.26,1.33,0.28,3.31,69.44
M. Stępiński,Lecce,CF,25,3000000,2024-06-30,792,Poland,right,183,78,yes,4.43,51.28,8.64,23.68,0.63,2.37,2.84,0.41,1.7,53.33,20,12.5,2.16,42.11,3.52,0.23,11.59,1.7,17.16,70.86,1.59,50,4.43,5.68,15.8,0.45,14.21,0.01,0.23,0.91,37.5,0.68,16.67,0.11,0.11,0.8,28.57
M. Balotelli,,CF,30,3000000,,1498,"Italy, Ghana",right,189,88,no,2.04,41.18,5.17,40.7,0,1.95,1.92,0.38,4.21,35.71,7.143,0,2.64,52.27,2.58,0.72,14.12,2.16,20.25,70.33,4.75,60.76,4.63,7.57,17.42,2.52,18.92,0.01,0.24,3,66,1.14,42.11,0.66,0,3.12,71.15
F. Ribéry,Fiorentina,"CF, LWF",37,3000000,2021-06-30,1487,France,right,170,73,no,3.87,48.44,0.91,20,0.3,1.58,1.27,0.18,1.45,50,12.5,33.33,8.59,51.41,3.99,5.33,34.86,0.79,43.15,86.96,11.26,81.72,9.5,14.83,39.34,2.54,17.32,0.18,2.06,4.84,87.5,3.87,67.19,3.03,0.42,6.29,90.38
K. Onisiwo,Mainz 05,"CF, LAMF",28,3000000,2022-06-30,1846,Austria,right,188,76,no,3.9,50,6.87,38.3,0.47,2.79,1.56,0.23,1.8,62.16,10.811,23.33,6.53,56.72,3.56,1.07,7.36,1.22,14.72,70.53,4.1,64.29,3.61,4.24,12.92,0.63,16.87,0.14,1.07,1.66,70.59,1.61,48.48,0.88,0.39,2.1,81.4
Aleix Vidal,Sevilla,"RW, LW",31,3000000,2022-06-30,2288,Spain,right,177,70,no,4.33,62.73,1.38,37.14,0.39,3.4,0.59,0.1,0.83,38.1,9.524,38.98,2.56,36.92,1.34,1.61,18.41,1.38,28.01,75,7.91,62.69,6.77,8.73,24.31,1.81,19.44,0.17,1.53,3.34,67.06,2.56,58.46,0.87,0.87,5.19,72.73
S. Okaka,Udinese,CF,31,3000000,2022-06-30,2571,"Italy, Nigeria",right,186,90,no,3.71,49.06,5.08,37.24,0.27,1.84,2.49,0.3,1.89,25.93,14.815,30.77,3.5,40,3.71,1.51,12.81,1.86,20.44,80.48,3.78,61.11,5.74,5.6,19.5,0.63,14.43,0.07,0.74,1.93,76.36,1.09,48.39,1.12,0.11,1.68,70.83
J. Stryger Larsen,Udinese,"RB5, RWB, LB5",29,3000000,2022-06-30,2982,Denmark,right,180,81,no,4.2,58.27,1.03,29.41,0.2,3.27,0.3,0.03,0.36,25,8.333,42.31,2.11,48.57,0.85,1.33,31.51,2.44,40.87,78.88,15.97,73.53,6.4,11.2,32.2,5.1,19.59,0.07,0.66,5.34,68.36,3.98,53.79,0.81,1.48,10.11,79.1
M. Gradel,Sivasspor,"LW, LAMF",33,3000000,2022-06-30,1746,"Côte d'Ivoire, France",right,175,70,no,6.34,52.03,3.51,27.94,0.3,3.46,1.39,0.27,1.96,31.58,7.895,25,6.24,47.93,2.63,2.78,19.23,1.24,26.96,72.47,7.32,64.08,5.26,7.73,22.84,1.65,15.86,0.09,0.77,2.06,70,2.78,48.15,0.82,0.72,5,69.07
S. Long,Southampton,CF,33,2800000,2022-06-30,1514,Republic of Ireland,right,178,81,no,5.05,62.35,13.43,48.23,0.36,1.79,1.9,0.25,1.55,50,7.692,24,1.66,39.29,3.51,0.83,10.52,2.85,17.77,63.21,3.86,52.31,4.28,4.76,15.99,0.59,12.71,0.08,0.77,1.61,66.67,1.49,40,0.71,0.3,2.26,68.42
A. Modeste,Köln,CF,32,2800000,2023-06-30,1221,"France, Martinique",right,187,84,no,3.02,48.78,9.66,49.62,0.27,1.92,1.84,0.28,2.29,35.48,12.903,0,1.11,33.33,3.1,0.37,8.62,2.43,11.57,68.15,2.43,45.45,3.24,4.28,10.84,0.37,14.73,0.02,0.15,1.55,42.86,1.33,38.89,0.81,0,1.62,63.64
L. Öztunali,Mainz 05,"RW, RAMF, RWB",24,2800000,2021-06-30,1874,"Germany, Turkey",right,184,80,no,5.96,57.26,2.02,52.38,0.33,3.45,1.25,0.1,1.73,27.78,11.111,23.26,4.51,44.68,2.31,1.92,15.46,1.39,24.16,67.79,8.12,63.31,3.89,7.4,20.6,1.92,17.4,0.09,1.06,2.02,64.29,3.07,51.56,1.87,0.38,4.51,75.53
I. Nestorovski,Udinese,CF,30,2800000,2022-06-30,1370,North Macedonia,left,183,75,no,4.2,39.06,4.53,37.68,0.92,2.9,2.3,0.25,1.97,40,10,15.38,1.25,42.11,3.61,0.53,17.54,1.18,23.72,76.45,5.52,57.14,5.65,7.36,22.34,0.79,15.82,0.07,0.79,2.43,67.57,1.91,48.28,0.85,0.13,2.76,80.95
K. Karaman,Fortuna Düsseldorf,CF,26,2500000,2021-06-30,1422,"Germany, Turkey",right,189,83,no,2.09,63.64,5.7,43.33,0.46,1.31,0.76,0.25,1.77,39.29,21.429,20.83,2.91,52.17,3.73,1.46,12.59,2.72,18.48,71.23,3.42,66.67,4.43,5.7,16.58,0.51,14.35,0.1,1.14,1.58,76,1.33,28.57,0.76,0.19,0.95,73.33
A. Finnbogason,Augsburg,CF,31,2500000,2022-06-30,1043,Iceland,right,184,80,no,3.02,62.86,3.97,26.09,0.19,1.97,1.12,0.31,1.29,53.33,20,0,1.12,30.77,2.67,0.69,10.44,2.5,18.9,70.32,4.57,50.94,4.75,4.4,17.09,1.64,15.18,0.18,1.29,2.33,44.44,1.21,64.29,1.64,0,1.98,56.52
J. Silva,Leganés,"LB5, LB, LCB3",26,2500000,2023-06-30,3018,"Argentina, Italy",left,178,72,no,6.56,59.55,3.22,46.3,0.63,3.44,1.34,0.03,0.51,23.53,5.882,37.93,1.46,48.98,0.89,0.92,21.26,1.79,31.55,74.86,13.57,70.99,4.09,8.8,23.62,4.95,21.03,0.07,0.89,5.04,69.23,3.37,49.56,0.54,1.43,8.65,76.55
G. Charbonnier,Brest,CF,31,2500000,2021-06-30,2190,France,right,188,80,no,5.42,52.27,6.33,37.66,0.2,2.98,1.64,0.27,1.97,33.33,8.333,21.21,2.75,35.82,2.34,0.41,22.64,2.67,31.56,78.91,7.73,70.21,8.18,9.25,28.4,2.05,17.77,0.12,0.9,3.82,64.52,2.59,47.62,1.15,0.33,4.68,83.33
Sergi Enrich,Eibar,CF,30,2500000,2022-06-30,1987,Spain,right,181,77,no,3.85,48.24,13.68,34.77,1.08,3.18,2.72,0.16,0.95,28.57,4.762,36.36,1.09,29.17,3.13,0.23,11.6,2.26,20.25,76.29,3.94,59.77,6.11,5.16,19.34,0.45,13.7,0.04,0.27,1.18,61.54,1.04,47.83,0.5,0.18,1.13,56
W. Saïd,Toulouse,"LW, RW, LAMF",25,2500000,2023-06-30,1232,"France, Mauritius",right,173,71,no,4.38,50,2.26,38.71,0,2.64,0.8,0.19,1.9,42.31,7.692,31.58,4.16,50.88,2.34,1.97,19.94,0.73,28.05,84.64,8.04,82.73,5.63,9.06,24.62,2.19,16.97,0.17,0.73,3.8,78.85,2.05,53.57,1.24,0.44,5.26,80.56
Toni Villa,Real Valladolid,LW,25,2500000,2023-06-30,1427,Spain,right,173,64,no,8.14,47.29,1.14,33.33,0.87,4.11,0.88,0.06,1.07,29.41,0,35.29,9.02,46.15,1.77,4.1,19.68,1.14,28.19,75.39,8.45,66.42,4.04,10.41,24.03,2.33,18.94,0.06,0.76,3.59,59.65,2.27,52.78,0.76,0.69,4.23,74.63
Ibai Gómez,Athletic Bilbao,"LAMF, RAMF, LW",31,2500000,2022-06-30,758,Spain,right,177,72,no,3.8,59.38,0.47,0,0,3.07,0.36,0.11,1.66,35.71,0,31.71,2.97,64,1.66,0.71,17.69,1.9,27.31,74.35,6.77,64.91,6.65,7.96,21.37,1.31,17.68,0.26,2.26,1.78,60,3.56,46.67,0.12,1.66,3.92,75.76
Lago Júnior,Mallorca,"LW, LAMF",29,2500000,2023-06-30,2348,Côte d'Ivoire,right,180,79,no,4.56,63.03,3.79,45.45,0.05,4.08,1.49,0.2,1.46,36.84,10.526,25.64,5.83,57.89,3.22,2.64,17.02,1.15,25.72,76.3,5.52,67.36,7.09,7.24,21.5,1.46,17.83,0.08,0.96,1.69,63.64,2.18,43.86,0.69,0.88,3.72,63.92
R. Hamouma,Saint-Étienne,"CF, RW",33,2500000,2021-06-30,922,"France, Algeria",right,178,76,no,4.88,62,3.61,35.14,1.42,2.07,1.37,0.28,1.85,63.16,31.579,29.17,4.1,47.62,2.73,1.07,16.69,1.56,23.52,76.76,5.66,79.31,7.22,5.95,20.01,1.27,18.16,0.19,1.56,2.44,64,3.32,50,1.27,0.78,3.03,93.55
O. Hernández,Norwich City,"LAMF, LW",27,2500000,2023-06-30,1510,"Cuba, Germany",right,172,76,no,5.84,57.14,2.03,5.88,0.52,3.02,0.89,0.19,1.73,27.59,3.448,22.86,8.64,54.48,3.46,3.34,11.32,1.31,19.25,74.3,3.81,50,6.14,4.71,16.51,0.83,15.73,0.08,1.07,0.95,56.25,1.73,44.83,1.13,0.48,1.97,51.52
R. Saponara,Fiorentina,"LWF, LW, AMF",28,2500000,2022-06-30,1199,Italy,right,184,73,no,3.9,48.08,0.6,50,0.26,2.02,0.98,0.16,2.18,31.03,6.897,38.3,5.33,66.2,3.45,3.75,30.7,2.18,41.66,78.02,10.58,70.21,7.28,16.06,35.13,3.45,21.17,0.24,2.55,5.1,73.53,4.8,51.56,2.48,1.2,7.66,81.37
T. Inui,Eibar,"LW, LAMF, LWF",32,2400000,2022-06-30,2105,Japan,right,169,63,no,4.92,55.65,2.05,31.25,0.49,3.52,1.37,0.17,1.62,28.95,5.263,20.41,4.49,44.76,2.39,1.58,15.82,1.37,23.69,78.88,4.79,72.32,7.31,7.27,20.44,1.24,16.95,0.09,0.81,1.84,62.79,2.35,43.64,1.07,0.43,2.39,75
Kike García,Eibar,CF,31,2400000,2021-06-30,1890,Spain,right,186,79,no,2.81,55.93,14.14,35.69,0.07,2.69,2.24,0.29,2.62,34.55,9.091,4.76,1.38,51.72,4.05,0.48,12.62,3.9,19.71,71.98,4,54.76,5.86,5.05,18,0.9,14.99,0.01,0.33,2,57.14,1.1,21.74,0.38,0.05,1.57,69.7
J. Cádiz,Nashville SC,"CF, AMF",25,2400000,2024-06-30,878,Venezuela,right,191,85,yes,3.59,71.43,9.84,44.79,0.37,1.48,1.44,0.29,2.67,50,7.692,33.33,5.33,48.08,4.51,1.95,9.53,2.05,15.79,67.53,3.38,54.55,3.69,4.61,14.15,0.92,17.88,0.05,0.72,1.85,61.11,1.54,40,0.72,0.21,1.54,80
Júlio Tavares,Al Faisaly,CF,32,2200000,2022-06-30,2117,"Cape Verde Islands, France",right,187,88,no,2.47,58.62,15.01,49.01,0.09,1.7,0.89,0.3,2.04,41.67,10.417,33.33,1.49,54.29,3.61,0.38,11.44,3.53,16.84,75.51,3.49,57.32,4.63,4.29,15.47,0.51,15.1,0.06,0.89,1.66,58.97,1.23,58.62,0.68,0.3,1.91,73.33
D. Drexler,Köln,"RW, LW, AMF",30,2200000,2022-06-30,1694,Germany,right,183,71,no,6.48,54.1,2.55,43.75,0.67,4.04,1.33,0.12,0.9,47.06,17.647,39.29,2.6,46.94,2.23,1.7,20.61,2.13,32.78,75.04,9.24,60.34,7.28,10.04,27.15,2.98,20.51,0.16,1.06,3.56,58.21,3.13,57.63,1.17,1.28,6.16,68.1
José Arnáiz,Leganés,"CF, LW",25,2000000,2023-06-30,1251,Spain,right,175,70,no,4.96,56.52,2.3,46.88,0.1,3.73,1.44,0.17,2.09,37.93,6.897,36.36,4.68,53.85,3.02,1.29,13.45,1.65,18.2,81.03,3.6,70,5.18,4.96,15.9,0.86,15.65,0.05,0.72,1.58,72.73,0.79,63.64,0.36,0.58,2.23,90.32
A. Bamba,Nantes,"RW, LW, RAMF",26,2000000,2024-06-30,1574,"France, Mali",right,176,68,no,5.2,57.14,1.72,33.33,1.13,3.59,1.09,0.08,1.14,50,5,41.38,9.32,50.31,2.12,3.14,26.25,1.77,37.74,83.03,7.72,70.37,8.52,13.09,35.05,1.2,14.61,0.22,1.94,2.97,71.15,2.63,58.7,1.54,0.69,5.2,83.52
D. McGoldrick,Sheffield United,CF,32,2000000,2022-06-30,1920,"England, Republic of Ireland",right,183,74,no,4.92,62.86,9.19,30.61,0.71,2.23,1.27,0.4,2.06,43.18,4.545,36.36,1.78,47.37,2.58,0.75,19.03,1.78,26.3,80.57,6.38,60.29,6.98,8.06,25.22,0.89,15.91,0.07,0.52,2.44,69.23,1.22,38.46,0.66,0.19,2.3,75.51
Sergio León,Levante,CF,31,2000000,2022-06-30,768,Spain,right,178,73,no,3.98,55.88,3.05,42.31,0.37,1.3,1.41,0.26,2.34,25,5,25,2.58,50,2.34,0.59,6.91,2.11,9.49,61.73,1.52,46.15,2.93,3.4,7.85,0.94,16.06,0,0.23,0.59,60,0.59,60,0.35,0,1.41,33.33
M. Doumbia,Reims,"LAMF, LW",26,2000000,2022-06-30,1791,Mali,right,173,68,no,4.52,48.89,1.26,32,0.26,3.78,0.95,0.16,2.06,26.83,4.878,41.67,7.64,51.32,2.71,3.77,21.76,1.86,32.36,81.52,8.54,74.71,9.15,8.49,29.65,1.11,17.23,0.11,1.06,3.17,82.54,2.31,63.04,1.41,0.8,4.72,75.53
Y. Sanogo,,CF,27,2000000,,973,France,right,191,74,no,2.59,46.43,12.67,37.96,0.64,3.31,2.5,0.35,2.22,50,12.5,0,0.37,50,3.42,0.37,8.79,2.13,12.76,71.01,3.14,52.94,2.77,3.24,12.39,0.28,11.88,0.04,0.46,0.92,40,0.55,50,0.83,0,0.46,60
E. Koulouris,Toulouse,CF,24,2000000,2023-06-30,1639,Greece,right,184,82,no,2.64,54.17,6.31,31.3,0.13,1.65,0.82,0.3,2.2,35,10,41.67,1.37,48,3.18,0.11,18.45,1.65,25.86,77.49,4.56,59.04,7.03,7.14,24.71,0.49,14.21,0.09,1.04,2.2,72.5,1.26,47.83,0.71,0.27,2.31,59.52
A. Leya Iseka,Metz,CF,23,2000000,2022-06-30,870,"Belgium, Congo DR",right,183,83,yes,3,37.93,6.62,31.25,0.12,0.84,1.97,0.44,2.17,47.62,9.524,40,2.17,28.57,3.21,0.72,12.62,1.34,16.55,82.5,2.48,75,5.69,3.93,15.83,0.31,14.84,0.03,0.41,1.24,83.33,0.72,57.14,0.72,0.1,0.93,66.67
Enric Gallego,Osasuna,CF,34,2000000,2022-06-30,1129,Spain,left,190,79,no,3.91,46.94,17.14,49.3,0.8,2.28,3.03,0.2,1.51,42.11,15.789,16.67,1.28,43.75,3.27,0.48,12.28,3.75,17.06,64.49,4.22,41.51,3.43,5.66,16.02,0.56,13.81,0.05,0.48,2.07,34.62,1.12,21.43,0.64,0.08,1.75,72.73
F. Boulaya,Metz,"RW, RWF, LW",27,2000000,2022-06-30,885,Algeria,right,179,70,no,4.58,62.22,2.54,28,0.33,2.66,0.71,0.2,2.34,39.13,8.696,19.44,4.88,39.58,2.24,2.44,27.25,1.02,38.54,73.35,11.8,62.07,7.83,11.29,31.93,3.15,19.21,0.22,2.14,6.51,59.38,3.56,42.86,1.73,0.71,6.71,77.27
F. Otero,Amiens SC,"RW, RAMF, CF",25,2000000,2022-06-30,1273,Colombia,right,179,70,no,5.59,53.16,6.36,46.67,0.08,3.82,1.41,0.06,1.13,31.25,6.25,36.84,4.1,43.1,1.91,0.92,14,1.63,22.69,75.39,5.94,64.29,5.59,7,18.59,1.63,17.84,0.14,0.71,2.62,67.57,2.47,42.86,0.92,0.99,4.45,63.49
M. Autret,Auxerre,"CF, RW, AMF",29,1800000,2023-06-30,1285,France,left,179,64,no,5.88,54.76,1.96,17.86,0,2.2,0.77,0.18,1.96,32.14,7.143,40.74,2.38,41.18,2.03,1.75,26.68,2.73,33.62,74.38,9.53,60.29,5.18,11.77,27.6,4.48,18.26,0.21,2.03,5.53,59.49,3.43,51.02,1.12,0.56,5.53,74.68
M. D'Alessandro,SPAL,"RW, LW, RWB",29,1800000,2023-06-30,832,Italy,right,173,71,no,5.19,62.5,1.08,10,0.26,3.91,0.32,0.08,0.76,57.14,28.571,30.3,5.52,58.82,2.27,2.49,18.28,0.97,26.07,75.93,6.27,67.24,7.14,7.03,21.2,1.3,18.23,0.19,1.3,1.62,46.67,3.03,53.57,1.3,1.19,4.22,66.67
F. Diabaté,Trabzonspor,"LW, RW, RAMF",25,1800000,2023-06-30,1250,"France, Mali",left,175,60,no,5.54,58.44,2.09,37.93,0,2.72,0.86,0.08,0.5,28.57,14.286,30.56,5.4,50.67,2.38,2.66,23.11,1.87,33.12,77.83,6.98,70.1,8.21,9.58,29.74,1.08,15.94,0.07,0.65,2.02,67.86,1.58,45.45,0.86,0.5,3.46,64.58
J. Zimmer,Fortuna Düsseldorf,"RB5, RW",26,1600000,2022-06-30,758,Germany,right,171,68,no,6.06,56.86,0.36,0,0.26,1.98,1.42,0.02,0.95,12.5,0,11.11,2.61,63.64,1.19,1.9,17.45,1.9,23.98,68.81,7.6,68.75,4.27,7.24,19.59,2.61,18.24,0.08,1.19,3.21,59.26,2.14,27.78,0.59,0.24,5.34,71.11
F. Quagliarella,Sampdoria,CF,37,1600000,2021-06-30,2416,Italy,right,180,79,no,2.72,46.58,3.32,43.82,0.39,1.64,0.63,0.56,3.58,34.38,11.458,48.48,2.12,45.61,4.47,0.3,12.89,1.64,18.92,70.87,4.21,49.56,4.02,6.85,15.61,2.12,17.62,0.12,1.08,2.09,62.5,2.05,40,0.86,0.56,2.57,73.91
C. Antwi-Adjej,Paderborn,"LW, LWF, LWB",26,1600000,2021-06-30,2599,"Germany, Ghana",right,173,67,no,4.5,60,2.04,33.9,0.32,2.77,0.55,0.12,1.42,21.95,2.439,31.58,4.99,50.69,2.32,3.29,16,1.97,23.48,74.78,5.23,60.26,6.93,6.41,20.71,0.9,18.2,0.13,1.21,1.97,52.63,2.22,59.38,0.93,0.62,3.64,65.71
